urls,male,female,university,college,intermediate,education_not_required,banking,insurance,security,real_estate,employee,observer,manager,chief_manager,age,min_age,max_age,min_exp,max_exp,min_salary,max_salary
https://careerbuilder.vn/vi/tim-viec-lam/ke-toan-kho.35B78532.html,0,0,0,1,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,3,12,18
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-kiem-soat-chat-luong-qc-noi-that.35B76018.html,0,0,0,1,0,0,0,0,0,1,1,0,0,0,25 - 35,25,35,3,5,12,18
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tu-van-san-pham-bao-hiem.35B74753.html,0,0,0,1,0,0,1,1,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,3,12,18
https://careerbuilder.vn/vi/tim-viec-lam/quan-1-_-executive-front-bancassurance-_-19683kd.35B72F53.html,0,0,1,0,0,0,1,1,0,0,1,0,0,0,25 - 33,25,33,2,5,12,17
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-bao-tri-xay-dung.35B7B5F7.html,1,0,0,0,1,0,0,0,0,1,1,0,0,0,28 - 45,28,45,2,6,12,16
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-quan-ly-dai-ly-chu-dau-tu.35B79AA4.html,0,0,1,0,0,0,0,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,4,10,12,16
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-kiem-soat-sau-tham-dinh-gia.35B731AE.html,0,0,1,0,0,0,1,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,3,6,12,16
https://careerbuilder.vn/vi/tim-viec-lam/ke-toan-ngan-hang.35B7C230.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,25 - 35,25,35,2,5,12,15
https://careerbuilder.vn/vi/tim-viec-lam/mep-engineer-building-apartment.35B7A5C4.html,1,0,0,1,0,0,0,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,5,6,12,15
https://careerbuilder.vn/vi/tim-viec-lam/civil-engineer.35B7A5CE.html,1,0,0,1,0,0,0,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,5,6,12,15
https://careerbuilder.vn/vi/tim-viec-lam/ke-toan-thanh-toan.35B7B4E6.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,26 - 35,26,35,3,5,12,15
https://careerbuilder.vn/vi/tim-viec-lam/truong-nhom-thu-hoi-no-qua-dien-thoai.35B77E5E.html,0,1,0,1,0,0,1,0,0,0,0,1,0,0,not_limited,not_limited,not_limited,3,5,12,15
https://careerbuilder.vn/vi/tim-viec-lam/ke-toan-quan-tri.35B77913.html,1,0,0,1,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,2,3,12,15
https://careerbuilder.vn/vi/tim-viec-lam/ke-toan-tong-hop.35B7A056.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,27 - 35,27,35,3,10,12,15
https://careerbuilder.vn/vi/tim-viec-lam/ke-toan-tong-hop.35B77304.html,0,0,0,1,0,0,0,0,0,1,0,1,0,0,22 - 50,22,50,0,2,12,15
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-cham-soc-khach-hang-bds-lam-tai-quan-7.35B78E97.html,0,0,0,1,0,0,0,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,2,5,12,15
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phap-che.35B79B20.html,0,0,0,1,0,0,0,0,0,1,1,0,0,0,25 - 35,25,35,1,2,12,15
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-marketing-content.35B79488.html,0,0,1,0,0,0,0,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,2,4,12,15
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-quan-ly-dai-ly.35B76003.html,0,0,0,1,0,0,0,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,2,3,12,15
https://careerbuilder.vn/vi/tim-viec-lam/ke-toan-tong-hop-gap.35B78B49.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,26 - 40,26,40,2,5,12,15
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-media.35B73E7F.html,0,0,0,1,0,0,0,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,3,5,12,15
https://careerbuilder.vn/vi/tim-viec-lam/tp-hcm-nhan-vien-ke-toan.35B79777.html,0,0,0,1,0,0,1,0,0,0,1,0,0,0,23 - 35,23,35,2,3,12,14
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-ke-toan-thanh-toan-lam-viec-tai-tp-hcm-cty-cp-noi-that-aka.35B7A10B.html,0,0,0,1,0,0,0,0,0,1,1,0,0,0,25 - 35,25,35,3,5,12,14
https://careerbuilder.vn/vi/tim-viec-lam/truong-phong-kinh-doanh-luong-15-trieu-cross-long-hai.35B7C181.html,0,0,0,1,0,0,0,0,0,1,0,0,1,0,28 - 40,28,40,1,3,11.5,15
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-moi-gioi-chung-khoan-phai-sinh.35B7786B.html,0,0,0,0,1,0,0,0,1,0,1,0,0,0,22 - 35,22,35,1,2,11,44
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-moi-gioi-forex.35B7786C.html,0,0,0,0,1,0,0,0,1,0,1,0,0,0,22 - 35,22,35,1,2,11,44
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phap-che.35B79B20.html,0,0,0,1,0,0,0,0,0,1,1,0,0,0,25 - 35,25,35,1,2,12,15
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-marketing-content.35B79488.html,0,0,1,0,0,0,0,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,2,4,12,15
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-quan-ly-dai-ly.35B76003.html,0,0,0,1,0,0,0,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,2,3,12,15
https://careerbuilder.vn/vi/tim-viec-lam/ke-toan-tong-hop-gap.35B78B49.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,26 - 40,26,40,2,5,12,15
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-media.35B73E7F.html,0,0,0,1,0,0,0,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,3,5,12,15
https://careerbuilder.vn/vi/tim-viec-lam/tp-hcm-nhan-vien-ke-toan.35B79777.html,0,0,0,1,0,0,1,0,0,0,1,0,0,0,23 - 35,23,35,2,3,12,14
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-ke-toan-thanh-toan-lam-viec-tai-tp-hcm-cty-cp-noi-that-aka.35B7A10B.html,0,0,0,1,0,0,0,0,0,1,1,0,0,0,25 - 35,25,35,3,5,12,14
https://careerbuilder.vn/vi/tim-viec-lam/truong-phong-kinh-doanh-luong-15-trieu-cross-long-hai.35B7C181.html,0,0,0,1,0,0,0,0,0,1,0,0,1,0,28 - 40,28,40,1,3,11.5,15
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-moi-gioi-chung-khoan-phai-sinh.35B7786B.html,0,0,0,0,1,0,0,0,1,0,1,0,0,0,22 - 35,22,35,1,2,11,44
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-moi-gioi-forex.35B7786C.html,0,0,0,0,1,0,0,0,1,0,1,0,0,0,22 - 35,22,35,1,2,11,44
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-tai-vu-tieng-trung-anh.35B7C54C.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,22 - 27,22,27,1,2,11,14
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-du-an-nganh-vat-lieu-xay-dung-luong-cung-8-25-trieu-hoa-hong-thuong-doanh-so.35B7B3B6.html,0,0,0,0,0,1,0,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,2,5,10,25
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-bat-dong-san-co-kinh-nghiem-du-lich-ngan-hang-hang-khong.35B71B2E.html,0,0,0,0,1,0,1,0,0,0,1,0,0,0,25 - 45,25,45,3,5,10,25
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-quan-tri-tai-chinh-gap.35B7C167.html,0,0,1,0,0,0,0,0,0,1,1,0,0,0,24 - 40,24,40,3,15,10,22
https://careerbuilder.vn/vi/tim-viec-lam/tp-hcm-chuyen-vien-quan-he-khach-hang-uu-tien.35B73CA1.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,23 - 35,23,35,1,3,10,20
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tu-van-tai-chinh-kenh-lien-doanh-ngan-hang-bidv.35B791FB.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,3,10,20
https://careerbuilder.vn/vi/tim-viec-lam/hcm-chuyen-vien-quan-he-khach-hang-ca-nhan.35B794A3.html,0,0,0,0,1,0,1,0,0,0,1,0,0,0,20 - 30,20,30,1,3,10,20
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tu-van-tai-chinh-cap-cao-kenh-lien-doanh-ngan-hang-bidv.35B7A798.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,3,10,20
https://careerbuilder.vn/vi/tim-viec-lam/mien-nam-chuyen-vien-tu-van-tai-chinh-cap-cao-kenh-lien-doanh-ngan-hang-bidv.35B76D6E.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,3,10,20
https://careerbuilder.vn/vi/tim-viec-lam/hn-hcm-truong-phong-moi-gioi-chung-khoan.35B785E7.html,0,0,1,0,0,0,0,0,1,0,0,0,1,0,not_limited,not_limited,not_limited,3,5,10,20
https://careerbuilder.vn/vi/tim-viec-lam/business-development-associate.35B7838D.html,1,0,0,1,0,0,1,0,0,0,1,0,0,0,23 - 30,23,30,1,2,10,20
https://careerbuilder.vn/vi/tim-viec-lam/hcm-truong-phong-kinh-doanh.35B781B0.html,0,0,0,1,0,0,0,0,0,1,0,1,0,0,30 - 40,30,40,2,5,10,20
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tu-van-tai-chinh-kenh-lien-doanh-ngan-hang-bidv.35B718BB.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,3,10,20
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-dich-vu-ki-thuat.35B72228.html,0,0,0,1,0,0,1,0,0,0,1,0,0,0,21 - 35,21,35,0,1,10,20
https://careerbuilder.vn/vi/tim-viec-lam/ho-chi-minh-chuyen-vien-tu-van-tai-chinh-cap-cao-kenh-lien-doanh-ngan-hang-bidv.35B75BAC.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,3,10,20
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-thiet-ke-giao-dien-va-trai-nghiem-nguoi-dung-ui-ux-designer.35B75432.html,0,0,1,0,0,0,0,0,1,0,1,0,0,0,not_limited,not_limited,not_limited,1,2,10,20
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tu-van-tai-chinh-cap-cao-kenh-lien-doanh-ngan-hang-bidv.35B75559.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,3,10,20
https://careerbuilder.vn/vi/tim-viec-lam/truong-nhom-kinh-doanh-kenh-hop-tac-ngan-hang-bancassurance.35B744F7.html,0,0,0,1,0,0,1,1,0,0,0,1,0,0,not_limited,not_limited,not_limited,1,3,10,20
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-quan-ly-hop-dong-%E2%80%93-policy-services-executive.35B7876C.html,0,0,1,0,0,0,1,1,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,3,10,20
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phat-trien-san-pham-chung-khoan-r-d.35B77416.html,0,0,1,0,0,0,1,0,1,0,1,0,0,0,not_limited,not_limited,not_limited,1,2,10,18
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-dau-tu-mang-chung-khoan.35B797B2.html,0,0,1,0,0,0,1,0,1,0,1,0,0,0,24 - 35,24,35,1,4,10,18
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tu-van.35B75ADA.html,0,0,1,0,0,0,0,0,1,0,1,0,0,0,not_limited,not_limited,not_limited,1,3,10,18
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-kinh-doanh.35B73EEA.html,0,1,1,0,0,0,1,0,0,0,1,0,0,0,22 - 30,22,30,1,3,10,17
https://careerbuilder.vn/vi/tim-viec-lam/mc1-chuyen-vien-chinh-ho-tro-quan-he-khach-hang-doanh-nghiep-eb-msb-1q128.35B78FCA.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,3,5,10,16
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-ke-toan.35B7AD9F.html,0,0,1,0,0,0,0,0,1,0,1,0,0,0,22 - 26,22,26,1,2,10,16
https://careerbuilder.vn/vi/tim-viec-lam/ke-toan-thanh-toan.35B7C514.html,0,0,0,1,0,0,0,0,0,1,1,0,0,0,27 - 35,27,35,2,5,10,15
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-nghien-cuu-thi-truong.35B7A39D.html,0,0,0,1,0,0,0,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,1,3,10,15
https://careerbuilder.vn/vi/tim-viec-lam/thu-ky-tong-giam-doc.35B7B8B2.html,0,0,1,0,0,0,0,0,0,1,1,0,0,0,25 - 30,25,30,2,5,10,15
https://careerbuilder.vn/vi/tim-viec-lam/vinhomes-chuyen-vien-thu-tuc-bat-dong-san.35B7A4C9.html,0,0,1,0,0,0,1,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,1,5,10,15
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-marketing.35B746A7.html,0,0,1,0,0,0,0,0,0,1,1,0,0,0,24 - 35,24,35,2,5,10,15
https://careerbuilder.vn/vi/tim-viec-lam/ke-toan-tong-hop.35B7B963.html,0,0,0,1,0,0,0,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,3,5,10,14
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-ke-toan-cong-no.35B77F17.html,0,0,0,1,0,0,1,0,0,0,1,0,0,0,24 - 35,24,35,2,5,10,13
https://careerbuilder.vn/vi/tim-viec-lam/shopee-truong-nhom-cham-soc-khach-hang.35B7A077.html,0,0,0,0,1,0,1,0,0,0,0,1,0,0,24 - 35,24,35,0,1,10,13
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-thu-ky-hanh-chanh.35B7C52B.html,0,0,0,1,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,2,10,12
https://careerbuilder.vn/vi/tim-viec-lam/tro-ly-ban-giam-doc.35B7C1EA.html,0,1,1,0,0,0,0,0,0,1,1,0,0,0,25 - 30,25,30,0,2,10,12
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tuyen-dung.35B7C176.html,0,0,0,1,0,0,0,0,0,1,1,0,0,0,24 - 30,24,30,2,3,10,12
https://careerbuilder.vn/vi/tim-viec-lam/ky-su-ket-cau.35B7B836.html,0,0,1,0,0,0,0,0,0,1,1,0,0,0,25 - 40,25,40,2,3,10,12
https://careerbuilder.vn/vi/tim-viec-lam/ke-toan-tin-dung-tuyen-gap.35B75FA4.html,0,1,1,0,0,0,0,0,0,1,1,0,0,0,25 - 35,25,35,0,2,10,12
https://careerbuilder.vn/vi/tim-viec-lam/fdi-relationship-manager-korean-desk.35B7B6B3.html,0,0,1,0,0,0,1,1,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,10,9,20
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-cao-cap-luong-9-18tr-hoa-hong-cao.35B7B2F9.html,0,0,0,0,0,1,0,0,0,1,1,0,0,0,23 - 32,23,32,1,2,9,18
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-cao-cap.35B7347E.html,0,0,0,0,0,1,0,0,0,1,1,0,0,0,23 - 32,23,32,1,2,9,18
https://careerbuilder.vn/vi/tim-viec-lam/ke-toan-cong-no.35B7BC1C.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,23 - 30,23,30,0,1,9,15
https://careerbuilder.vn/vi/tim-viec-lam/hn-hcm-chuyen-vien-quan-tri-rui-ro-van-hanh-co-k-n-linh-vuc-chung-khoan.35B784FD.html,0,0,1,0,0,0,1,0,1,0,1,0,0,0,not_limited,not_limited,not_limited,2,3,9,15
https://careerbuilder.vn/vi/tim-viec-lam/hcm-chuyen-vien-quan-tri-rui-ro-tham-dinh-co-k-n-linh-vuc-chung-khoan.35B784FE.html,0,0,1,0,0,0,1,0,1,0,1,0,0,0,not_limited,not_limited,not_limited,1,3,9,15
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-ke-toan-accountant.35B78D2D.html,0,1,0,0,1,0,1,0,0,0,1,0,0,0,22 - 28,22,28,0,1,9,15
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kiem-soat-nghiep-vu.35B77CD8.html,0,0,0,1,0,0,1,0,0,0,1,0,0,0,22 - 30,22,30,1,2,9,14
https://careerbuilder.vn/vi/tim-viec-lam/cskh-nganh-bds-uu-tien-nu-lam-viec-cho-chu-dau-tu.35B78A47.html,0,1,0,1,0,0,0,0,0,1,1,0,0,0,21 - 30,21,30,1,2,9,14
https://careerbuilder.vn/vi/tim-viec-lam/ke-toan-thue.35B77276.html,0,0,0,1,0,0,1,0,0,0,1,0,0,0,24 - 35,24,35,1,2,9,13
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-ke-toan.35B78B0C.html,0,1,1,0,0,0,1,0,0,0,1,0,0,0,22 - 32,22,32,2,3,9,13
https://careerbuilder.vn/vi/tim-viec-lam/ke-toan-cong-no.35B7A3F3.html,0,0,0,0,1,0,1,0,0,0,1,0,0,0,22 - 35,22,35,1,5,9,12
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-ke-hoach-dau-tu.35B7B13B.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,25 - 40,25,40,0,2,9,12
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-ho-tro-kinh-doanh-sale-admin.35B7BDB0.html,0,1,0,1,0,0,0,0,0,1,1,0,0,0,23 - 31,23,31,1,2,9,12
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-xuat-nhap-khau.35B7BC61.html,0,1,0,1,0,0,1,0,0,0,1,0,0,0,23 - 35,23,35,1,2,9,12
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-xuat-nhap-khau.35B79ADB.html,0,1,0,1,0,0,1,0,0,0,1,0,0,0,23 - 35,23,35,1,2,9,12
https://careerbuilder.vn/vi/tim-viec-lam/pv-online-tro-ly-kinh-doanh-co-kinh-nghiem-bds.35B71921.html,0,1,0,1,0,0,0,0,0,1,1,0,0,0,23 - 31,23,31,1,2,9,12
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tu-van-thiet-ke-vpbank.35B747C4.html,1,0,1,0,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,2,5,9,12
https://careerbuilder.vn/vi/tim-viec-lam/ke-toan-kho-chuoi-nha-hang-thai-somtumthai.35B7C335.html,0,0,0,0,0,1,1,0,0,0,1,0,0,0,21 - 35,21,35,0,1,9,11
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-digital-marketing-thu-nhap-hap-dan-11tr.35B7B8C7.html,0,0,0,1,0,0,0,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,2,3,9,11
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-ke-toan-ban-hang-va-thu-quy.35B7B793.html,0,0,0,1,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,2,4,9,11
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tu-van-dau-tu-chung-khoan-kenh-online-khong-ap-luc-doanh-so.35B79CCB.html,0,0,1,0,0,0,1,0,1,0,1,0,0,0,22 - 30,22,30,1,2,9.1,18.2
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-khach-hang-doanh-nghiep.35B764FE.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,3,8.5,18
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-chinh-ban-san-pham-cho-vay-tieu-thuong-ho-kinh-doanh.35B76529.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,3,8.5,15
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tu-van-chung-khoan-phai-sinh.35B7786D.html,0,0,0,0,0,1,0,0,1,0,1,0,0,0,22 - 35,22,35,1,2,8,30
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-chuyen-vien-cao-cap-tu-van-chung-khoan.35B77523.html,0,0,1,0,0,0,1,0,1,0,1,0,0,0,not_limited,not_limited,not_limited,1,3,8,20
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tu-van-kv-ho-chi-minh.35B7A5D1.html,0,0,0,1,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,0,1,8,15
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-nguon-von-huy-dong-tien-gui-trai-phieu.35B77C8B.html,0,0,0,1,0,0,1,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,1,2,8,15
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-dai-dien-san-pham-tai-tro-thuong-mai-ngoai-hoi-va-ebank.35B79050.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,3,8,15
https://careerbuilder.vn/vi/tim-viec-lam/hcm-chuyen-vien-quan-he-khach-hang-uu-tien.35B79FE1.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,2,8,15
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-nguon-von-huy-dong-tien-gui-trai-phieu.35B797B3.html,0,0,0,1,0,0,1,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,1,2,8,15
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-bds-du-an-van-phuc-city.35B78426.html,0,1,0,0,1,0,0,0,0,1,1,0,0,0,25 - 35,25,35,3,10,8,15
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-nguon-von-huy-dong-tien-gui-trai-phieu.35B72E8C.html,0,0,0,1,0,0,1,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,1,2,8,15
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-khach-hang-ca-nhan.35B7652B.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,3,8,15
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-sale-dau-thau-dich-vu-quan-ly-toa-nha.35B70A48.html,0,0,0,1,0,0,0,0,0,1,1,0,0,0,22 - 30,22,30,0,1,8,15
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-nhan-vien-kinh-doanh-qhkh-ca-nhan-doanh-nghiep-khu-vuc-tp-ho-chi-minh.35B7B41B.html,0,0,1,0,0,0,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,2,8,14
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-bds-nghi-duong-ho-tram-binh-chau-luong-cung-8-13tr-phong-van-di-lam-ngay-tai-quan-2.35B78AF9.html,0,0,0,1,0,0,0,0,0,1,1,0,0,0,22 - 35,22,35,1,2,8,13
https://careerbuilder.vn/vi/tim-viec-lam/sales-executive.35B7B9A7.html,0,0,0,1,0,0,1,1,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,2,8,12
https://careerbuilder.vn/vi/tim-viec-lam/vinhomes-nhan-vien-ban-giao.35B790EB.html,0,0,1,0,0,0,0,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,2,5,8,12
https://careerbuilder.vn/vi/tim-viec-lam/hn-hcm-chuyen-vien-dich-vu-chung-khoan.35B74796.html,0,0,1,0,0,0,0,0,1,0,1,0,0,0,not_limited,not_limited,not_limited,1,3,8,12
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-ke-toan.35B7819D.html,0,0,0,0,0,1,1,0,0,0,1,0,0,0,not_limited,not_limited,not_limited,1,2,8,10
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tim-kiem-dia-diem-vpbank.35B788DF.html,1,0,1,0,0,0,1,0,0,1,1,0,0,0,not_limited,not_limited,not_limited,1,5,8,10
https://careerbuilder.vn/vi/tim-viec-lam/doi-dua-vang-tuyen-ke-toan-ban-hang-chi-nhanh-mien-nam.35B78337.html,0,0,0,0,1,0,1,0,0,0,1,0,0,0,26 - 40,26,40,0,1,8,10